Fecha,Hora,Magnitud,Latitud,Longitud,Profundidad,Referencia de localizacion,Fecha UTC,Hora UTC,Estatus,Mes,Mes_nombre
03/09/2020,07:59:50,3.4,16.2753,-98.2873,30,"26 km al SUROESTE de PINOTEPA NACIONAL, OAX",03/09/2020,12:59:50,revisado,9,septiembre
16/05/2024,04:03:13,3,16.25,-97.57,36.2,"30 km al NOROESTE de RIO GRANDE, OAX ",16/05/2024,10:03:13,verificado,5,mayo
20/02/2014,14:35:51,4.2,16.289,-98.2725,8.6,"24 km al OESTE de PINOTEPA NACIONAL, OAX",20/02/2014,20:35:51,revisado,2,febrero
02/08/2023,06:19:12,3.3,18.254,-100.094,58.2,"21 km al SURESTE de ARCELIA, GRO",02/08/2023,12:19:12,revisado,8,agosto
27/11/2024,12:43:42,2.8,17.065,-99.623,35.1,"36 km al NORESTE de ACAPULCO, GRO ",27/11/2024,18:43:42,verificado,11,noviembre
04/12/2020,07:47:42,3.5,16.6017,-98.6853,17,"31 km al SUROESTE de OMETEPEC, GRO",04/12/2020,13:47:42,revisado,12,diciembre
10/09/2017,21:13:07,3.6,15.5272,-94.8242,40.4,"83 km al SURESTE de SALINA CRUZ, OAX",11/09/2017,02:13:07,revisado,9,septiembre
17/03/2018,14:44:18,3.4,16.0247,-95.3463,59,"24 km al SUROESTE de SALINA CRUZ, OAX",17/03/2018,20:44:18,revisado,3,marzo
19/08/2014,05:39:00,2.9,17.1707,-100.048,20,"19 km al NORTE de COYUCA DE BENITEZ, GRO",19/08/2014,10:39:00,revisado,8,agosto
18/12/2019,14:37:02,3.3,16.2298,-97.9242,23.2,"18 km al SURESTE de PINOTEPA NACIONAL, OAX",18/12/2019,20:37:02,revisado,12,diciembre
16/12/2024,11:55:21,1.8,23.024,-109.755,9.6,"6 km al SUROESTE de SAN JOSE DEL CABO, BCS ",16/12/2024,17:55:21,verificado,12,diciembre
28/01/2016,03:56:22,4.1,15.4855,-94.768,20,"90 km al SURESTE de SALINA CRUZ, OAX",28/01/2016,09:56:22,revisado,1,enero
19/04/2019,08:58:43,3.4,16.8918,-97.5118,21.5,"45 km al SURESTE de H TLAXIACO, OAX",19/04/2019,13:58:43,revisado,4,abril
18/02/1999,18:26:57,3.7,17.85,-99.87,44,"42 km al NOROESTE de ZUMPANGO DEL RIO, GRO",19/02/1999,00:26:57,revisado,2,febrero
09/09/2017,00:21:58,3.8,21.7378,-100.238,5,"33 km al SUROESTE de CD FERNANDEZ, SLP",09/09/2017,05:21:58,revisado,9,septiembre
20/11/2013,16:17:04,3.5,16.176,-96.1572,16,"45 km al NORTE de CRUCECITA, OAX",20/11/2013,22:17:04,revisado,11,noviembre
16/03/2023,19:49:56,3.8,15.3487,-98.0882,10,"101 km al SUROESTE de RIO GRANDE, OAX",17/03/2023,01:49:56,revisado,3,marzo
05/02/2017,02:09:01,3.4,32.4562,-115.241,34.3,"23 km al NOROESTE de GPE VICTORIA(KM.43), BC",05/02/2017,08:09:01,revisado,2,febrero
29/12/2023,11:24:10,3.5,16.9912,-99.4465,13,"23 km al NOROESTE de SAN MARCOS, GRO",29/12/2023,17:24:10,revisado,12,diciembre
09/02/2022,21:41:58,3.6,18.642,-102.487,70,"51 km al SUROESTE de APATZINGAN, MICH",10/02/2022,03:41:58,revisado,2,febrero
07/11/2014,16:58:45,3.7,17.0247,-99.8043,9.9,"20 km al NORESTE de ACAPULCO, GRO",07/11/2014,22:58:45,revisado,11,noviembre
13/09/2017,02:46:38,3.8,15.1097,-93.7218,16.1,"84 km al SUROESTE de PIJIJIAPAN, CHIS",13/09/2017,07:46:38,revisado,9,septiembre
27/12/2021,03:37:07,3.1,16.5017,-98.4555,14.6,"21 km al SUR de OMETEPEC, GRO",27/12/2021,09:37:07,revisado,12,diciembre
02/11/1990,05:10:30,3.8,17.32,-94.86,105,"53 km al NORESTE de MATIAS ROMERO, OAX",02/11/1990,11:10:30,revisado,11,noviembre
15/09/2024,15:00:26,1.5,23.02,-109.75,10.4,"6 km al SUROESTE de SAN JOSE DEL CABO, BCS ",15/09/2024,21:00:26,verificado,9,septiembre
27/03/2018,08:19:54,3.8,15.9677,-99.7377,16.1,"99 km al SUROESTE de SAN MARCOS, GRO",27/03/2018,14:19:54,revisado,3,marzo
19/01/2021,20:28:34,3.5,17.6583,-101.347,35,"15 km al NOROESTE de PETATLAN, GRO",20/01/2021,02:28:34,revisado,1,enero
17/04/2022,14:09:07,3.6,19.3278,-104.036,44.3,"28 km al NOROESTE de COQUIMATLAN, COL",17/04/2022,19:09:07,revisado,4,abril
16/01/2020,23:35:47,3.5,16.5005,-95.0962,2.7,"7 km al SUR de CD IXTEPEC, OAX",17/01/2020,05:35:47,revisado,1,enero
11/11/2021,05:06:09,3.4,17.355,-94.3877,150.9,"69 km al SUROESTE de LAS CHOAPAS, VER",11/11/2021,11:06:09,revisado,11,noviembre
05/09/2024,01:06:06,2.5,23.03,-109.71,9.3,"4 km al SUR de SAN JOSE DEL CABO, BCS ",05/09/2024,07:06:06,verificado,9,septiembre
07/04/2019,07:40:11,4.2,30.5878,-114.11,21.1,"85 km al SURESTE de SAN FELIPE, BC",07/04/2019,12:40:11,revisado,4,abril
20/02/2020,19:48:15,5,17.2247,-100.464,42.9,"4 km al NOROESTE de ATOYAC DE ALVAREZ, GRO",21/02/2020,01:48:15,revisado,2,febrero
15/04/2019,23:11:08,3.5,17.9063,-101.522,31.8,"29 km al NORTE de ZIHUATANEJO, GRO",16/04/2019,04:11:08,revisado,4,abril
01/02/2021,04:01:50,3.4,18.875,-104.224,16.6,"22 km al SURESTE de MANZANILLO, COL",01/02/2021,10:01:50,revisado,2,febrero
27/11/2021,15:16:13,3.1,16.0358,-97.5457,15.5,"12 km al OESTE de RIO GRANDE, OAX",27/11/2021,21:16:13,revisado,11,noviembre
18/06/2022,18:35:26,3.8,15.9175,-94.4707,44.9,"70 km al SUROESTE de ARRIAGA , CHIS",18/06/2022,23:35:26,revisado,6,junio
30/08/2017,00:51:55,4.1,15.545,-96.181,9.1,"25 km al SUR de CRUCECITA, OAX",30/08/2017,05:51:55,revisado,8,agosto
02/02/1989,16:00:38,3.6,16.87,-99.94,12,"4 km al OESTE de ACAPULCO, GRO",02/02/1989,22:00:38,revisado,2,febrero
04/06/2022,03:08:27,4,15.4775,-95.0208,17.7,"80 km al SUR de SALINA CRUZ, OAX",04/06/2022,08:08:27,revisado,6,junio
09/02/2020,09:13:58,3.5,16.9225,-98.9103,34.3,"53 km al NORESTE de SAN MARCOS, GRO",09/02/2020,15:13:58,revisado,2,febrero
07/02/2020,14:02:01,3.8,19.4133,-102.287,19.9,"17 km al OESTE de NVO S J PARANGARICUTIRO, MICH",07/02/2020,20:02:01,revisado,2,febrero
06/02/2020,20:45:15,3.4,19.4908,-102.152,18.5,"9 km al NOROESTE de NVO S J PARANGARICUTIRO, MICH",07/02/2020,02:45:15,revisado,2,febrero
09/06/2024,20:50:53,3.2,17.45,-94.63,130.5,"58 km al SUR de JALTIPAN DE MORELOS, VER ",10/06/2024,02:50:53,verificado,6,junio
26/07/2024,22:58:01,3.7,16.98,-99.44,31.9,"21 km al NORTE de SAN MARCOS, GRO ",27/07/2024,04:58:01,verificado,7,julio
31/05/2018,12:13:25,3.5,16.7017,-94.4792,9.8,"45 km al NORESTE de UNION HIDALGO, OAX",31/05/2018,17:13:25,revisado,5,mayo
10/12/2016,18:39:10,3.5,16.1087,-97.5728,14.6,"18 km al NOROESTE de RIO GRANDE, OAX",11/12/2016,00:39:10,revisado,12,diciembre
08/12/2009,12:03:03,3.7,18.03,-99.02,57,"45 km al SURESTE de CD DE HUITZUCO, GRO",08/12/2009,18:03:03,revisado,12,diciembre
14/05/2014,17:38:08,3.7,16.589,-98.5127,4.4,"15 km al SUROESTE de OMETEPEC, GRO",14/05/2014,22:38:08,revisado,5,mayo
11/02/2023,14:51:16,3.5,16.7225,-98.2058,8,"22 km al ESTE de OMETEPEC, GRO",11/02/2023,20:51:16,revisado,2,febrero
14/04/2013,16:19:07,3.8,14.3155,-93.0832,87.6,"108 km al SUROESTE de CD HIDALGO, CHIS",14/04/2013,21:19:07,revisado,4,abril
08/03/2021,02:00:28,3.7,15.9115,-95.2482,41.5,"30 km al SUR de SALINA CRUZ, OAX",08/03/2021,08:00:28,revisado,3,marzo
28/04/2013,01:36:51,3.9,14.7088,-92.5583,81.6,"39 km al SUROESTE de TAPACHULA, CHIS",28/04/2013,06:36:51,revisado,4,abril
01/03/2017,01:19:18,4,17.2252,-94.8783,51.2,"43 km al NORESTE de MATIAS ROMERO, OAX",01/03/2017,07:19:18,revisado,3,marzo
13/12/2017,05:51:24,3.6,17.5535,-95.4638,48.5,"49 km al SUR de J RODRIGUEZ CLARA, VER",13/12/2017,11:51:24,revisado,12,diciembre
18/01/2021,17:51:09,3.5,16.7612,-99.0363,41.1,"38 km al ESTE de SAN MARCOS, GRO",18/01/2021,23:51:09,revisado,1,enero
04/12/2016,09:32:41,3.3,16.2478,-98.0848,9.5,"11 km al SUROESTE de PINOTEPA NACIONAL, OAX",04/12/2016,15:32:41,revisado,12,diciembre
14/07/2023,03:25:20,4.1,17.7412,-92.815,10,"22 km al SURESTE de PARRILLA 1RA.SEC, TAB",14/07/2023,09:25:20,revisado,7,julio
23/02/2019,21:04:29,3.2,16.5358,-94.7537,14.4,"11 km al NORESTE de UNION HIDALGO, OAX",24/02/2019,03:04:29,revisado,2,febrero
05/12/2013,17:01:42,3.3,16.2093,-98.394,5,"39 km al SUROESTE de PINOTEPA NACIONAL, OAX",05/12/2013,23:01:42,revisado,12,diciembre
04/01/2019,19:59:24,3.6,32.404,-116.085,5,"54 km al SUROESTE de SANTA ISABEL, BC",05/01/2019,01:59:24,revisado,1,enero
12/08/2023,19:54:45,3.5,15.8152,-96.5195,10.8,"10 km al NOROESTE de S PEDRO POCHUTLA, OAX",13/08/2023,01:54:45,revisado,8,agosto
06/05/2021,09:05:30,4,16.8205,-100.192,8,"23 km al SUROESTE de COYUCA DE BENITEZ, GRO",06/05/2021,14:05:30,revisado,5,mayo
07/08/2018,04:16:12,3.4,16.265,-98.0602,8,"9 km al SUR de PINOTEPA NACIONAL, OAX",07/08/2018,09:16:12,revisado,8,agosto
16/02/2023,11:23:51,3.8,15.7897,-97.0897,5,"8 km al SUROESTE de PUERTO ESCONDIDO, OAX",16/02/2023,17:23:51,revisado,2,febrero
25/07/2004,14:17:34,4.4,14.94,-92.43,83,"19 km al OESTE de TAPACHULA, CHIS",25/07/2004,19:17:34,revisado,7,julio
18/10/2023,13:28:25,3.3,30.8593,-114.971,6.1,"23 km al SUROESTE de SAN FELIPE, BC",18/10/2023,19:28:25,revisado,10,octubre
22/05/2021,10:31:21,3.1,16.1702,-96.9873,13.9,"35 km al NORTE de PUERTO ESCONDIDO, OAX",22/05/2021,15:31:21,revisado,5,mayo
09/01/2019,00:56:48,3.9,15.9418,-95.8268,52,"38 km al NORESTE de CRUCECITA, OAX",09/01/2019,06:56:48,revisado,1,enero
14/05/2024,06:01:23,3.7,19.1,-104.13,11.9,"21 km al ESTE de MANZANILLO, COL ",14/05/2024,12:01:23,verificado,5,mayo
25/01/2024,07:28:20,3.6,16.8497,-94.2177,124.2,"56 km al NOROESTE de CINTALAPA, CHIS",25/01/2024,13:28:20,revisado,1,enero
03/12/2014,15:12:30,3.9,30.7142,-110.707,6.9,"27 km al NORESTE de MAGDALENA DE KINO, SON",03/12/2014,21:12:30,revisado,12,diciembre
30/03/2024,17:59:39,3.7,18.6055,-106.71,10,"237 km al SUROESTE de CIHUATLAN, JAL",30/03/2024,23:59:39,revisado,3,marzo
20/10/1990,09:43:00,4,17.05,-94.96,108,"21 km al NORESTE de MATIAS ROMERO, OAX",20/10/1990,15:43:00,revisado,10,octubre
27/04/2019,07:59:01,3.9,16.1062,-94.9067,11.3,"32 km al SURESTE de SALINA CRUZ, OAX",27/04/2019,12:59:01,revisado,4,abril
28/10/2020,05:12:34,3.7,16.6478,-94.4043,114.1,"49 km al NORESTE de UNION HIDALGO, OAX",28/10/2020,11:12:34,revisado,10,octubre
03/01/2023,00:43:18,3.5,20.6028,-105.101,4.9,"14 km al ESTE de PUERTO VALLARTA, JAL",03/01/2023,06:43:18,revisado,1,enero
02/09/2024,09:51:55,3.4,31.44,-115.47,13.8,"76 km al NOROESTE de SAN FELIPE, BC ",02/09/2024,15:51:55,verificado,9,septiembre
02/08/2009,03:12:53,4.1,15.32,-99.3,5,"163 km al SUR de SAN MARCOS, GRO",02/08/2009,08:12:53,revisado,8,agosto
06/10/1990,04:09:01,4.8,13.47,-92.03,33,"134 km al SUR de CD HIDALGO, CHIS",06/10/1990,10:09:01,revisado,10,octubre
15/11/2017,21:04:24,3.1,16.3863,-98.4233,37,"33 km al SUR de OMETEPEC, GRO",16/11/2017,03:04:24,revisado,11,noviembre
13/12/2018,09:47:53,3.5,16.0965,-97.4735,26,"10 km al NOROESTE de RIO GRANDE, OAX",13/12/2018,15:47:53,revisado,12,diciembre
21/04/2018,01:24:28,3.4,16.2837,-98.0733,12.5,"7 km al SUROESTE de PINOTEPA NACIONAL, OAX",21/04/2018,06:24:28,revisado,4,abril
11/10/2022,01:36:17,3.7,31.4155,-114.441,11.7,"57 km al NORESTE de SAN FELIPE, BC",11/10/2022,06:36:17,revisado,10,octubre
24/01/2020,17:48:01,3.8,19.447,-102.217,17.4,"10 km al NOROESTE de NVO S J PARANGARICUTIRO, MICH",24/01/2020,23:48:01,revisado,1,enero
18/12/2013,14:13:57,3.4,16.4698,-98.5975,16.5,"31 km al SUROESTE de OMETEPEC, GRO",18/12/2013,20:13:57,revisado,12,diciembre
27/10/2015,23:04:25,2.9,16.2243,-98.1252,10,"15 km al SUROESTE de PINOTEPA NACIONAL, OAX",28/10/2015,05:04:25,revisado,10,octubre
26/11/2018,03:06:17,3.4,16.4865,-98.4043,4.2,"22 km al SUR de OMETEPEC, GRO",26/11/2018,09:06:17,revisado,11,noviembre
24/02/2010,08:34:45,3.7,18.34,-100.28,48,"3 km al NORTE de ARCELIA, GRO",24/02/2010,14:34:45,revisado,2,febrero
05/10/2019,12:55:22,3.8,16.5938,-99.6725,12.8,"37 km al SUROESTE de SAN MARCOS, GRO",05/10/2019,17:55:22,revisado,10,octubre
31/07/2020,07:00:37,3.5,18.2348,-103.576,5,"74 km al SUROESTE de COALCOMAN, MICH",31/07/2020,12:00:37,revisado,7,julio
17/10/2010,14:24:17,3.7,16.34,-95.64,16,"43 km al OESTE de TEHUANTEPEC, OAX",17/10/2010,19:24:17,revisado,10,octubre
22/02/2013,20:37:52,4,16.5723,-94.3847,125.5,"49 km al ESTE de UNION HIDALGO, OAX",23/02/2013,02:37:52,revisado,2,febrero
27/06/2024,02:10:37,3.5,16.48,-100.18,3.6,"53 km al SUROESTE de ACAPULCO, GRO ",27/06/2024,08:10:37,verificado,6,junio
13/03/2023,11:32:26,3.7,15.9432,-97.6897,16.1,"28 km al SUROESTE de RIO GRANDE, OAX",13/03/2023,17:32:26,revisado,3,marzo
30/06/2014,16:50:09,3.6,15.4708,-96.4893,16.1,"30 km al SUR de S PEDRO POCHUTLA, OAX",30/06/2014,21:50:09,revisado,6,junio
11/03/1990,04:19:01,3.8,16.53,-97.94,77,"24 km al NORESTE de PINOTEPA NACIONAL, OAX",11/03/1990,10:19:01,revisado,3,marzo
20/11/2016,15:18:10,4.1,13.3262,-92.4782,15,"154 km al SUR de CD HIDALGO, CHIS",20/11/2016,21:18:10,revisado,11,noviembre
24/01/2020,04:47:49,5.2,16.0018,-97.1782,27.2,"19 km al NOROESTE de PUERTO ESCONDIDO, OAX",24/01/2020,10:47:49,revisado,1,enero
21/03/2022,01:23:22,3.5,16.9927,-99.9522,26.4,"14 km al ESTE de COYUCA DE BENITEZ, GRO",21/03/2022,07:23:22,revisado,3,marzo
28/10/2017,18:48:33,3.4,15.294,-94.6927,17.5,"112 km al SURESTE de SALINA CRUZ, OAX",28/10/2017,23:48:33,revisado,10,octubre
08/04/2022,05:48:48,3.3,16.194,-97.6133,16.8,"28 km al NOROESTE de RIO GRANDE, OAX",08/04/2022,10:48:48,revisado,4,abril
12/10/1908,23:06:00,6.9,18,-102,33,"23 km al ESTE de LAS GUACAMAYAS, MICH",13/10/1908,05:06:00,revisado,10,octubre
02/11/1993,11:13:09,4.6,14.03,-93.19,20,"133 km al SUROESTE de CD HIDALGO, CHIS",02/11/1993,17:13:09,revisado,11,noviembre
12/07/2024,02:50:53,3.1,20.01,-105.25,16.1,"67 km al SUR de PUERTO VALLARTA, JAL ",12/07/2024,08:50:53,verificado,7,julio
11/08/2017,04:02:17,3.6,16.7835,-93.7642,150.4,"11 km al NOROESTE de CINTALAPA, CHIS",11/08/2017,09:02:17,revisado,8,agosto
04/09/2019,04:05:20,4.1,15.9607,-98.4183,16.9,"57 km al SUROESTE de PINOTEPA NACIONAL, OAX",04/09/2019,09:05:20,revisado,9,septiembre
16/02/2020,02:56:38,3.5,31.2405,-115.699,15,"63 km al NORESTE de VICENTE GUERRERO, BC",16/02/2020,08:56:38,revisado,2,febrero
16/05/2022,21:01:30,3.7,30.1823,-113.849,10,"129 km al SUR de PUERTO PEÑASCO, SON",17/05/2022,02:01:30,revisado,5,mayo
03/11/2023,21:10:21,3,30.9197,-115.21,12,"38 km al SUROESTE de SAN FELIPE, BC",04/11/2023,03:10:21,revisado,11,noviembre
12/06/2024,03:06:44,3.4,16.25,-98.05,10.1,"10 km al SUR de PINOTEPA NACIONAL, OAX ",12/06/2024,09:06:44,verificado,6,junio
26/09/2014,10:43:35,3.2,15.9647,-97.1418,23.3,"14 km al NOROESTE de PUERTO ESCONDIDO, OAX",26/09/2014,15:43:35,revisado,9,septiembre
19/12/2009,20:58:07,4,16.74,-93.49,166,"13 km al OESTE de OCOZOCOAUTLA, CHIS",20/12/2009,02:58:07,revisado,12,diciembre
27/12/2022,10:43:34,3.8,16.4458,-96.0383,51.2,"61 km al ESTE de MIAHUATLAN, OAX",27/12/2022,16:43:34,revisado,12,diciembre
20/05/2013,09:47:53,3.6,14.1835,-92.529,26.4,"68 km al SUROESTE de CD HIDALGO, CHIS",20/05/2013,14:47:53,revisado,5,mayo
09/09/2020,10:35:43,3.6,17.7203,-101.846,2,"32 km al OESTE de ZIHUATANEJO, GRO",09/09/2020,15:35:43,revisado,9,septiembre
31/07/2023,23:02:25,4,15.2725,-96.1328,11.8,"55 km al SUR de CRUCECITA, OAX",01/08/2023,05:02:25,revisado,7,julio
03/02/2021,14:04:05,3.9,16.1873,-97.3057,9.4,"24 km al NORESTE de RIO GRANDE, OAX",03/02/2021,20:04:05,revisado,2,febrero
27/03/2019,22:36:26,3.7,16.1428,-99.9977,16,"81 km al SUR de ACAPULCO, GRO",28/03/2019,04:36:26,revisado,3,marzo
26/12/2015,21:25:52,3.6,16.2533,-98.0577,8.9,"10 km al SUR de PINOTEPA NACIONAL, OAX",27/12/2015,03:25:52,revisado,12,diciembre
21/09/2021,05:03:50,3.4,19.2338,-103.695,10.2,"4 km al SURESTE de COLIMA, COL",21/09/2021,10:03:50,revisado,9,septiembre
09/01/2022,00:29:08,3.8,30.0967,-113.751,10,"137 km al SUR de PUERTO PEÑASCO, SON",09/01/2022,06:29:08,revisado,1,enero
21/09/2015,14:42:56,3.5,17.0287,-96.4582,72.3,"9 km al NORTE de TLACOLULA, OAX",21/09/2015,19:42:56,revisado,9,septiembre
13/10/2024,09:29:10,3.3,17.26,-101.1,34.5,"36 km al SURESTE de PETATLAN, GRO ",13/10/2024,15:29:10,verificado,10,octubre
12/07/2022,18:00:57,3.8,13.8965,-92.7442,17.2,"108 km al SUROESTE de CD HIDALGO, CHIS",12/07/2022,23:00:57,revisado,7,julio
27/07/2015,05:38:03,2.5,19.04,-98.495,4,"7 km al OESTE de S BUENAVENTURA NEALTICAN, PUE",27/07/2015,10:38:03,revisado,7,julio
01/09/2020,01:17:15,3.5,17.0408,-99.5822,34,"34 km al NOROESTE de SAN MARCOS, GRO",01/09/2020,06:17:15,revisado,9,septiembre
25/04/2023,01:09:51,3.3,16.766,-94.3988,112.9,"56 km al NORESTE de UNION HIDALGO, OAX",25/04/2023,07:09:51,revisado,4,abril
15/05/2019,14:39:02,3.5,18.8497,-99.187,5,"1 km al NORTE de EMILIANO ZAPATA, MOR",15/05/2019,19:39:02,revisado,5,mayo
01/11/2019,21:07:59,3.5,15.3732,-94.7825,17,"100 km al SURESTE de SALINA CRUZ, OAX",02/11/2019,03:07:59,revisado,11,noviembre
30/12/2020,09:43:21,3.3,19.5028,-105.326,29.2,"85 km al NOROESTE de CIHUATLAN, JAL",30/12/2020,15:43:21,revisado,12,diciembre
19/07/2018,21:23:42,3.2,16.4772,-95.0038,29.6,"5 km al NORESTE de JUCHITAN DE ZARAGOZA, OAX",20/07/2018,02:23:42,revisado,7,julio
31/03/2018,14:11:56,3.8,16.5898,-95.4602,45.7,"38 km al NOROESTE de TEHUANTEPEC, OAX",31/03/2018,20:11:56,revisado,3,marzo
24/03/2011,09:43:25,3.8,25.07,-109.6,15,"101 km al SUROESTE de LOS MOCHIS, SIN",24/03/2011,15:43:25,revisado,3,marzo
14/03/2019,04:07:05,3.4,16.3067,-98.2278,14.6,"19 km al OESTE de PINOTEPA NACIONAL, OAX",14/03/2019,10:07:05,revisado,3,marzo
29/01/2020,10:18:46,3.7,19.4377,-102.21,13.4,"9 km al NOROESTE de NVO S J PARANGARICUTIRO, MICH",29/01/2020,16:18:46,revisado,1,enero
09/08/2020,00:33:20,3.5,18.8548,-104.265,9.3,"22 km al SUR de MANZANILLO, COL",09/08/2020,05:33:20,revisado,8,agosto
09/02/1976,20:28:39,4.2,14.92,-90.78,5,"149 km al ESTE de CACAHOATAN, CHIS",10/02/1976,02:28:39,revisado,2,febrero
05/11/2002,18:28:55,3.9,16.2,-97.18,15,"34 km al NORESTE de RIO GRANDE, OAX",06/11/2002,00:28:55,revisado,11,noviembre
01/04/2019,13:14:49,3.6,16.5563,-98.6582,11.5,"30 km al SUROESTE de OMETEPEC, GRO",01/04/2019,19:14:49,revisado,4,abril
04/08/2014,08:05:44,3.8,16.099,-98.5437,5,"59 km al SUROESTE de PINOTEPA NACIONAL, OAX",04/08/2014,13:05:44,revisado,8,agosto
06/06/2020,16:02:51,3.9,15.4568,-95.2447,19.6,"80 km al SUR de SALINA CRUZ, OAX",06/06/2020,21:02:51,revisado,6,junio
18/07/2006,00:11:09,3.9,16.98,-101.68,38,"75 km al SUR de ZIHUATANEJO, GRO",18/07/2006,05:11:09,revisado,7,julio
04/07/2019,11:02:04,3.8,15.0222,-94.0453,10,"116 km al SUROESTE de PIJIJIAPAN, CHIS",04/07/2019,16:02:04,revisado,7,julio
29/09/2019,07:07:10,3.5,16.051,-97.571,10.9,"15 km al NOROESTE de RIO GRANDE, OAX",29/09/2019,12:07:10,revisado,9,septiembre
22/03/2020,00:15:02,3.7,15.4808,-94.6543,16.5,"97 km al SURESTE de SALINA CRUZ, OAX",22/03/2020,06:15:02,revisado,3,marzo
01/01/2021,05:36:56,3.7,16.6567,-94.0378,129.8,"34 km al OESTE de CINTALAPA, CHIS",01/01/2021,11:36:56,revisado,1,enero
01/10/2024,03:48:46,1.7,23,-109.76,7.9,"9 km al SUROESTE de SAN JOSE DEL CABO, BCS ",01/10/2024,09:48:46,verificado,10,octubre
16/03/2024,18:12:32,3.6,16.0013,-92.5958,161,"37 km al SUR de VENUSTIANO CARRANZA, CHIS",17/03/2024,00:12:32,revisado,3,marzo
07/08/2017,13:31:55,3.7,16.9338,-99.8795,10.3,"7 km al NORESTE de ACAPULCO, GRO",07/08/2017,18:31:55,revisado,8,agosto
13/12/2018,13:10:56,3.5,16.9473,-99.257,8.3,"22 km al NORESTE de SAN MARCOS, GRO",13/12/2018,19:10:56,revisado,12,diciembre
22/02/2014,22:44:30,3.9,18.2197,-103.51,5,"72 km al SUROESTE de COALCOMAN, MICH",23/02/2014,04:44:30,revisado,2,febrero
13/07/2015,18:14:59,4.3,25.5952,-109.932,16,"84 km al SUROESTE de AHOME, SIN",13/07/2015,23:14:59,revisado,7,julio
29/09/2020,03:15:36,3.7,16.0243,-95.2122,24.9,"18 km al SUR de SALINA CRUZ, OAX",29/09/2020,08:15:36,revisado,9,septiembre
31/10/2017,11:27:30,3.5,15.0388,-93.5007,40.2,"78 km al SUROESTE de PIJIJIAPAN, CHIS",31/10/2017,17:27:30,revisado,10,octubre
01/05/2019,14:18:39,3.2,16.2717,-98.0163,4.7,"9 km al SURESTE de PINOTEPA NACIONAL, OAX",01/05/2019,19:18:39,revisado,5,mayo
28/12/2012,07:27:37,4.4,13.6405,-91.8433,4,"120 km al SURESTE de CD HIDALGO, CHIS",28/12/2012,13:27:37,revisado,12,diciembre
10/07/2015,13:32:10,3.6,14.6105,-92.558,76.5,"44 km al OESTE de CD HIDALGO, CHIS",10/07/2015,18:32:10,revisado,7,julio
01/12/2016,07:14:33,2.7,31.5942,-116.455,16,"18 km al SURESTE de RODOLFO SANCHEZ T(MRO), BC",01/12/2016,13:14:33,revisado,12,diciembre
27/05/2019,20:02:39,3.8,17.5158,-101.596,25.6,"15 km al SUROESTE de ZIHUATANEJO, GRO",28/05/2019,01:02:39,revisado,5,mayo
17/11/2023,21:41:44,3.3,17.844,-99.9775,62.9,"52 km al NOROESTE de ZUMPANGO DEL RIO, GRO",18/11/2023,03:41:44,revisado,11,noviembre
19/01/2024,15:04:27,3.6,16.275,-94.8315,21.9,"22 km al SUR de UNION HIDALGO, OAX",19/01/2024,21:04:27,revisado,1,enero
13/02/2018,23:06:25,3.4,16.673,-98.1222,32.1,"30 km al ESTE de OMETEPEC, GRO",14/02/2018,05:06:25,revisado,2,febrero
27/10/2019,21:22:35,3.9,19.4448,-103.808,99.9,"21 km al NOROESTE de VILLA DE ALVAREZ, COL",28/10/2019,03:22:35,revisado,10,octubre
10/11/2014,07:09:26,3.6,16.1835,-98.061,5,"18 km al SUR de PINOTEPA NACIONAL, OAX",10/11/2014,13:09:26,revisado,11,noviembre
11/11/2022,21:56:34,3.6,19.1858,-104.979,5,"44 km al OESTE de CIHUATLAN, JAL",12/11/2022,03:56:34,revisado,11,noviembre
04/06/1998,12:31:45,3.8,16.64,-99.39,16,"17 km al SUR de SAN MARCOS, GRO",04/06/1998,17:31:45,revisado,6,junio
05/04/2016,03:59:43,3.9,14.3637,-93.2943,15.4,"124 km al SUROESTE de HUIXTLA, CHIS",05/04/2016,08:59:43,revisado,4,abril
15/12/2022,07:25:32,3.6,18.6387,-103.985,11.6,"32 km al SUROESTE de TECOMAN, COL",15/12/2022,13:25:32,revisado,12,diciembre
21/09/2019,22:51:54,4,14.3397,-93.5912,10,"143 km al SUROESTE de MAPASTEPEC, CHIS",22/09/2019,03:51:54,revisado,9,septiembre
18/06/2024,07:27:32,3.8,15.98,-93.77,101.4,"12 km al SUR de TONALA, CHIS ",18/06/2024,13:27:32,verificado,6,junio
26/02/2020,08:04:40,3.6,14.84,-93.1848,46.5,"74 km al SUROESTE de MAPASTEPEC, CHIS",26/02/2020,14:04:40,revisado,2,febrero
03/10/2016,05:12:23,3.7,14.8342,-93.222,22.2,"76 km al SUROESTE de MAPASTEPEC, CHIS",03/10/2016,10:12:23,revisado,10,octubre
16/01/2022,13:38:53,3.1,16.2433,-98.0262,5,"11 km al SUR de PINOTEPA NACIONAL, OAX",16/01/2022,19:38:53,revisado,1,enero
26/07/2016,19:46:41,3,18.038,-100.186,52.1,"32 km al SURESTE de ARCELIA, GRO",27/07/2016,00:46:41,revisado,7,julio
13/04/2024,01:52:43,3.4,16.68,-99.71,17.4,"29 km al SURESTE de ACAPULCO, GRO ",13/04/2024,07:52:43,verificado,4,abril
